,mass A,,
t,x,y,
0.000,0.106,-5.643E-2
0.017,0.105,-6.044E-2
0.033,0.105,-6.346E-2
0.050,0.105,-6.535E-2
0.067,0.105,-6.586E-2
0.083,0.105,-6.456E-2
0.100,0.105,-6.222E-2
0.117,0.105,-5.880E-2
0.133,0.105,-5.436E-2
0.150,0.106,-4.921E-2
0.167,0.106,-4.447E-2
0.183,0.106,-3.862E-2
0.200,0.107,-3.321E-2
0.217,0.107,-2.776E-2
0.233,0.108,-2.333E-2
0.250,0.108,-1.956E-2
0.267,0.109,-1.624E-2
0.283,0.110,-1.434E-2
0.300,0.110,-1.318E-2
0.317,0.111,-1.320E-2
0.333,0.111,-1.429E-2
0.350,0.111,-1.643E-2
0.367,0.111,-1.938E-2
0.383,0.112,-2.337E-2
0.400,0.112,-2.805E-2
0.417,0.112,-3.395E-2
0.433,0.112,-3.999E-2
0.450,0.112,-4.600E-2
0.467,0.111,-5.152E-2
0.483,0.111,-5.651E-2
0.500,0.111,-6.089E-2
0.517,0.110,-6.436E-2
0.533,0.109,-6.673E-2
0.550,0.109,-6.767E-2
0.567,0.108,-6.721E-2
0.583,0.107,-6.529E-2
0.600,0.107,-6.223E-2
0.617,0.105,-5.835E-2
0.633,0.105,-5.365E-2
0.650,0.104,-4.831E-2
0.667,0.104,-4.272E-2
0.683,0.103,-3.753E-2
0.700,0.103,-3.199E-2
0.717,0.102,-2.695E-2
0.733,0.102,-2.233E-2
0.750,0.102,-1.872E-2
0.767,0.102,-1.629E-2
0.783,0.103,-1.445E-2
0.800,0.103,-1.386E-2
0.817,0.103,-1.424E-2
0.833,0.103,-1.567E-2
0.850,0.103,-1.799E-2
0.867,0.103,-2.148E-2
0.883,0.104,-2.580E-2
0.900,0.103,-3.176E-2
0.917,0.104,-3.773E-2
0.933,0.104,-4.421E-2
0.950,0.105,-4.973E-2
0.967,0.106,-5.486E-2
0.983,0.107,-5.944E-2
1.000,0.108,-6.353E-2
1.017,0.109,-6.664E-2
1.033,0.110,-6.863E-2
1.050,0.110,-6.936E-2
1.067,0.111,-6.849E-2
1.083,0.111,-6.625E-2
1.100,0.111,-6.262E-2
1.117,0.111,-5.817E-2
1.133,0.111,-5.298E-2
1.150,0.110,-4.734E-2
1.167,0.110,-4.156E-2
1.183,0.110,-3.547E-2
1.200,0.110,-2.971E-2
1.217,0.110,-2.421E-2
1.233,0.109,-1.986E-2
1.250,0.109,-1.665E-2
