,mass A,,
t,x,y,
0.000,0.114,-5.425E-2
0.017,0.113,-5.942E-2
0.033,0.112,-6.371E-2
0.050,0.111,-6.679E-2
0.067,0.110,-6.867E-2
0.083,0.109,-6.902E-2
0.100,0.108,-6.777E-2
0.117,0.107,-6.531E-2
0.133,0.106,-6.171E-2
0.150,0.106,-5.697E-2
0.167,0.105,-5.189E-2
0.183,0.105,-4.622E-2
0.200,0.105,-4.058E-2
0.217,0.105,-3.464E-2
0.233,0.105,-2.933E-2
0.250,0.105,-2.484E-2
0.267,0.105,-2.087E-2
0.283,0.106,-1.703E-2
0.300,0.106,-1.483E-2
0.317,0.107,-1.357E-2
0.333,0.108,-1.326E-2
0.350,0.109,-1.424E-2
0.367,0.109,-1.620E-2
0.383,0.109,-1.920E-2
0.400,0.110,-2.321E-2
0.417,0.111,-2.789E-2
0.433,0.112,-3.321E-2
0.450,0.113,-3.914E-2
0.467,0.113,-4.568E-2
0.483,0.113,-5.168E-2
0.500,0.114,-5.726E-2
0.517,0.114,-6.214E-2
0.533,0.115,-6.589E-2
0.550,0.115,-6.858E-2
0.567,0.115,-7.012E-2
0.583,0.115,-7.005E-2
0.600,0.115,-6.838E-2
0.617,0.115,-6.557E-2
0.633,0.114,-6.160E-2
0.650,0.114,-5.665E-2
0.667,0.113,-5.122E-2
0.683,0.112,-4.547E-2
0.700,0.112,-3.943E-2
0.717,0.111,-3.335E-2
0.733,0.111,-2.761E-2
0.750,0.110,-2.290E-2
0.767,0.109,-1.906E-2
0.783,0.108,-1.619E-2
0.800,0.108,-1.441E-2
0.817,0.107,-1.374E-2
0.833,0.106,-1.375E-2
0.850,0.106,-1.524E-2
0.867,0.106,-1.744E-2
0.883,0.105,-2.033E-2
0.900,0.105,-2.495E-2
0.917,0.104,-2.989E-2
0.933,0.105,-3.536E-2
0.950,0.105,-4.112E-2
0.967,0.105,-4.683E-2
0.983,0.105,-5.255E-2
1.000,0.105,-5.794E-2
1.017,0.106,-6.242E-2
1.033,0.107,-6.499E-2
1.050,0.109,-6.705E-2
1.067,0.110,-6.789E-2
1.083,0.111,-6.724E-2
1.100,0.112,-6.530E-2
1.117,0.113,-6.199E-2
1.133,0.115,-5.780E-2
1.150,0.116,-5.283E-2
1.167,0.116,-4.742E-2
1.183,0.117,-4.207E-2
1.200,0.117,-3.657E-2
1.217,0.118,-3.126E-2
1.233,0.117,-2.644E-2
1.250,0.117,-2.205E-2
1.267,0.117,-1.853E-2
1.283,0.117,-1.615E-2
1.300,0.116,-1.489E-2
1.317,0.116,-1.469E-2
1.333,0.115,-1.551E-2
1.350,0.115,-1.727E-2
1.367,0.114,-1.970E-2
1.383,0.114,-2.313E-2
1.400,0.113,-2.756E-2
1.417,0.112,-3.270E-2
1.433,0.111,-3.819E-2
1.450,0.110,-4.432E-2
1.467,0.109,-4.991E-2
1.483,0.108,-5.497E-2
1.500,0.107,-5.965E-2
1.517,0.106,-6.349E-2
1.533,0.105,-6.625E-2
1.550,0.105,-6.768E-2
1.567,0.105,-6.769E-2
1.584,0.105,-6.614E-2
1.600,0.104,-6.358E-2
1.617,0.104,-5.986E-2
1.634,0.105,-5.522E-2
1.650,0.106,-4.996E-2
1.667,0.107,-4.452E-2
1.684,0.107,-3.904E-2
1.700,0.108,-3.345E-2
1.717,0.109,-2.830E-2
1.734,0.109,-2.400E-2
1.750,0.110,-2.041E-2
1.767,0.111,-1.768E-2
1.784,0.112,-1.568E-2
1.800,0.113,-1.475E-2
1.817,0.113,-1.506E-2
1.834,0.114,-1.620E-2
1.850,0.114,-1.837E-2
1.867,0.115,-2.172E-2
1.884,0.115,-2.580E-2
1.900,0.116,-3.080E-2
1.917,0.116,-3.600E-2
1.934,0.116,-4.189E-2
1.950,0.116,-4.749E-2
1.967,0.116,-5.325E-2
1.984,0.115,-5.820E-2
2.000,0.115,-6.247E-2
2.017,0.114,-6.559E-2
2.034,0.114,-6.767E-2
2.050,0.112,-6.838E-2
2.067,0.111,-6.760E-2
2.084,0.110,-6.545E-2
2.100,0.110,-6.222E-2
2.117,0.109,-5.796E-2
2.134,0.108,-5.295E-2
2.150,0.107,-4.771E-2
2.167,0.107,-4.220E-2
