,mass A,,
t,x,y,
0.000,0.118,-6.166E-2
0.017,0.119,-6.152E-2
0.033,0.120,-6.052E-2
0.050,0.121,-5.871E-2
0.067,0.122,-5.620E-2
0.083,0.122,-5.298E-2
0.100,0.123,-4.938E-2
0.117,0.124,-4.569E-2
0.133,0.124,-4.181E-2
0.150,0.124,-3.914E-2
0.167,0.124,-3.552E-2
0.183,0.124,-3.232E-2
0.200,0.124,-2.976E-2
0.217,0.124,-2.790E-2
0.233,0.124,-2.670E-2
0.250,0.123,-2.632E-2
0.267,0.123,-2.669E-2
0.283,0.122,-2.768E-2
0.300,0.121,-2.948E-2
0.317,0.121,-3.191E-2
0.333,0.120,-3.489E-2
0.350,0.119,-3.856E-2
0.367,0.118,-4.251E-2
0.383,0.117,-4.664E-2
0.400,0.116,-5.048E-2
0.417,0.115,-5.418E-2
0.433,0.115,-5.760E-2
0.450,0.114,-6.017E-2
0.467,0.114,-6.210E-2
0.483,0.113,-6.316E-2
0.500,0.113,-6.332E-2
0.517,0.113,-6.256E-2
0.533,0.113,-6.112E-2
0.550,0.114,-5.868E-2
0.567,0.114,-5.555E-2
0.583,0.114,-5.211E-2
0.600,0.115,-4.821E-2
0.617,0.116,-4.427E-2
0.633,0.117,-4.050E-2
0.650,0.117,-3.688E-2
0.667,0.118,-3.339E-2
0.683,0.119,-3.056E-2
0.700,0.120,-2.844E-2
0.717,0.121,-2.688E-2
0.733,0.121,-2.603E-2
0.750,0.122,-2.568E-2
0.767,0.123,-2.621E-2
0.783,0.123,-2.750E-2
0.800,0.124,-2.935E-2
0.817,0.124,-3.201E-2
0.833,0.124,-3.511E-2
0.850,0.124,-3.880E-2
0.867,0.124,-4.289E-2
0.883,0.124,-4.700E-2
0.900,0.124,-5.096E-2
0.917,0.124,-5.471E-2
0.933,0.123,-5.813E-2
0.950,0.123,-6.098E-2
0.967,0.122,-6.290E-2
0.983,0.121,-6.408E-2
1.000,0.120,-6.416E-2
1.017,0.119,-6.334E-2
1.033,0.118,-6.155E-2
1.050,0.117,-5.905E-2
1.067,0.116,-5.580E-2
1.083,0.116,-5.209E-2
1.100,0.115,-4.805E-2
1.117,0.114,-4.373E-2
1.133,0.114,-3.990E-2
1.150,0.114,-3.594E-2
1.167,0.113,-3.292E-2
1.183,0.113,-3.042E-2
1.200,0.113,-2.823E-2
1.217,0.113,-2.680E-2
1.233,0.113,-2.596E-2
1.250,0.114,-2.590E-2
1.267,0.114,-2.634E-2
1.283,0.115,-2.773E-2
1.300,0.115,-2.981E-2
1.317,0.116,-3.281E-2
1.333,0.116,-3.599E-2
1.350,0.117,-3.953E-2
1.367,0.118,-4.362E-2
1.383,0.119,-4.768E-2
1.400,0.119,-5.153E-2
1.417,0.120,-5.512E-2
1.433,0.121,-5.801E-2
