,mass A,,
t,x,y,
0.000,0.107,-2.231E-2
0.017,0.107,-1.993E-2
0.033,0.107,-1.882E-2
0.050,0.108,-1.887E-2
0.067,0.108,-2.008E-2
0.083,0.109,-2.254E-2
0.100,0.109,-2.533E-2
0.117,0.110,-2.868E-2
0.133,0.111,-3.332E-2
0.150,0.110,-3.761E-2
0.167,0.111,-4.318E-2
0.183,0.112,-4.885E-2
0.200,0.113,-5.436E-2
0.217,0.113,-5.937E-2
0.233,0.114,-6.364E-2
0.250,0.115,-6.708E-2
0.267,0.116,-6.940E-2
0.283,0.116,-7.048E-2
0.300,0.116,-7.019E-2
0.317,0.116,-6.864E-2
0.333,0.116,-6.574E-2
0.350,0.115,-6.197E-2
0.367,0.115,-5.727E-2
0.383,0.114,-5.213E-2
0.400,0.113,-4.687E-2
0.417,0.113,-4.131E-2
0.433,0.112,-3.592E-2
0.450,0.111,-3.091E-2
0.467,0.111,-2.678E-2
0.483,0.110,-2.342E-2
0.500,0.109,-2.102E-2
0.517,0.109,-1.945E-2
0.533,0.108,-1.883E-2
0.550,0.108,-1.918E-2
0.567,0.107,-2.067E-2
0.583,0.107,-2.303E-2
0.600,0.106,-2.626E-2
0.617,0.106,-3.026E-2
0.633,0.106,-3.486E-2
0.650,0.106,-4.019E-2
0.667,0.106,-4.589E-2
0.683,0.106,-5.125E-2
0.700,0.106,-5.682E-2
0.717,0.107,-6.128E-2
0.733,0.107,-6.525E-2
0.750,0.108,-6.818E-2
0.767,0.109,-6.999E-2
0.783,0.110,-7.048E-2
0.800,0.110,-6.997E-2
0.817,0.111,-6.776E-2
0.833,0.112,-6.471E-2
0.850,0.113,-6.061E-2
0.867,0.113,-5.598E-2
0.883,0.113,-5.110E-2
0.900,0.114,-4.578E-2
0.917,0.114,-4.036E-2
0.933,0.114,-3.520E-2
0.950,0.115,-3.078E-2
0.967,0.115,-2.682E-2
0.983,0.115,-2.363E-2
1.000,0.114,-2.139E-2
1.017,0.114,-2.006E-2
1.033,0.114,-2.000E-2
1.050,0.114,-2.057E-2
1.067,0.114,-2.230E-2
1.083,0.114,-2.497E-2
1.100,0.114,-2.861E-2
1.117,0.113,-3.296E-2
1.133,0.113,-3.760E-2
1.150,0.112,-4.283E-2
1.167,0.112,-4.830E-2
1.183,0.111,-5.359E-2
1.200,0.111,-5.848E-2
1.217,0.110,-6.280E-2
1.233,0.110,-6.617E-2
1.250,0.109,-6.865E-2
1.267,0.108,-6.990E-2
1.283,0.108,-6.978E-2
1.300,0.108,-6.838E-2
1.317,0.107,-6.590E-2
1.333,0.107,-6.248E-2
1.350,0.107,-5.817E-2
1.367,0.107,-5.342E-2
1.383,0.107,-4.822E-2
1.400,0.108,-4.295E-2
1.417,0.108,-3.776E-2
1.433,0.108,-3.288E-2
1.450,0.109,-2.886E-2
1.467,0.109,-2.521E-2
1.483,0.110,-2.263E-2
1.500,0.110,-2.079E-2
1.517,0.111,-2.011E-2
1.534,0.111,-2.020E-2
1.550,0.112,-2.110E-2
1.567,0.113,-2.316E-2
1.584,0.113,-2.620E-2
1.600,0.114,-3.003E-2
1.617,0.114,-3.494E-2
1.634,0.115,-4.022E-2
1.650,0.115,-4.549E-2
1.667,0.115,-5.090E-2
1.684,0.116,-5.595E-2
1.700,0.116,-6.043E-2
1.717,0.116,-6.439E-2
1.734,0.116,-6.730E-2
1.750,0.115,-6.932E-2
1.767,0.115,-6.992E-2
1.784,0.114,-6.918E-2
1.800,0.113,-6.730E-2
1.817,0.112,-6.434E-2
1.834,0.111,-6.059E-2
1.850,0.110,-5.637E-2
1.867,0.108,-5.225E-2
1.884,0.107,-4.776E-2
1.900,0.107,-4.169E-2
1.917,0.106,-3.660E-2
1.934,0.106,-3.209E-2
1.950,0.105,-2.819E-2
1.967,0.105,-2.492E-2
1.984,0.105,-2.255E-2
2.000,0.105,-2.111E-2
2.017,0.105,-2.054E-2
2.034,0.106,-2.116E-2
2.050,0.106,-2.249E-2
2.067,0.106,-2.499E-2
2.084,0.106,-2.812E-2
2.100,0.107,-3.216E-2
2.117,0.107,-3.698E-2
2.134,0.108,-4.221E-2
2.150,0.108,-4.746E-2
2.167,0.109,-5.284E-2
2.184,0.110,-5.773E-2
2.200,0.111,-6.210E-2
2.217,0.112,-6.567E-2
2.234,0.112,-6.823E-2
2.250,0.113,-6.978E-2
2.267,0.114,-7.002E-2
2.284,0.114,-6.891E-2
2.300,0.115,-6.684E-2
2.317,0.115,-6.358E-2
2.334,0.115,-5.945E-2
2.350,0.115,-5.469E-2
2.367,0.115,-4.962E-2
2.384,0.114,-4.449E-2
2.400,0.114,-3.920E-2
2.417,0.114,-3.412E-2
2.434,0.113,-2.980E-2
2.450,0.113,-2.606E-2
2.467,0.112,-2.343E-2
2.484,0.112,-2.144E-2
2.500,0.111,-2.060E-2
2.517,0.111,-2.063E-2
2.534,0.110,-2.161E-2
2.550,0.110,-2.332E-2
